input_set,gov_id,gov_name,gov_type,tier,jurisdiction,tenant_host,evidence
archive,rtr:us:tx:capital-metropolitan-transportation-authority,"Capital Metropolitan Transportation Authority, TX",special_district,pinned,"Capital Metropolitan Transportation Authority, TX",capmetrotx.granicus.com,tenant_overrides.csv capmetrotx.granicus.com source=auto_derived
archive,rtr:us:tx:carroll-isd,"Carroll ISD, TX",school_district,unverified,"Carroll ISD, TX",carrollisdtx.new.swagit.com,"minted from 'Carroll ISD, TX'"
archive,rtr:us:tx:carroll-isd,"Carroll ISD, TX",school_district,unverified,"Carroll ISD, TX",carrollisdtx.new.swagit.com,"minted from 'Carroll ISD, TX'"
archive,rtr:us:tx:cedar-hill-isd,"Cedar Hill ISD, TX",school_district,unverified,"Cedar Hill ISD, TX",chisd.new.swagit.com,"minted from 'Cedar Hill ISD, TX'"
archive,rtr:us:tx:coppell-isd,"Coppell ISD, TX",school_district,unverified,"Coppell ISD, TX",coppellisd.new.swagit.com,"minted from 'Coppell ISD, TX'"
archive,rtr:us:tx:corpus-christi-isd,"Corpus Christi ISD, TX",school_district,unverified,"Corpus Christi ISD, TX",corpuschristiisdtx.new.swagit.com,"minted from 'Corpus Christi ISD, TX'"
archive,rtr:us:tx:crowley-isd,"Crowley ISD, TX",school_district,unverified,"Crowley ISD, TX",crowleyisdtx.new.swagit.com,"minted from 'Crowley ISD, TX'"
archive,rtr:us:tx:dallas-isd,"Dallas ISD, TX",school_district,unverified,"Dallas ISD, TX",dallasisdtx.new.swagit.com,"minted from 'Dallas ISD, TX'"
archive,rtr:us:tx:dallas-isd,"Dallas ISD, TX",school_district,unverified,"Dallas ISD, TX",dallasisdtx.new.swagit.com,"minted from 'Dallas ISD, TX'"
archive,rtr:us:tx:del-valle-isd,"Del Valle ISD, TX",school_district,unverified,"Del Valle ISD, TX",delvalleisdtx.new.swagit.com,"minted from 'Del Valle ISD, TX'"
archive,rtr:us:tx:del-valle-isd,"Del Valle ISD, TX",school_district,unverified,"Del Valle ISD, TX",delvalleisdtx.new.swagit.com,"minted from 'Del Valle ISD, TX'"
archive,rtr:us:tx:dickinson-isd,"Dickinson ISD, TX",school_district,unverified,"Dickinson ISD, TX",dickinsonisdtx.new.swagit.com,"minted from 'Dickinson ISD, TX'"
archive,rtr:us:tx:dripping-springs-isd,"Dripping Springs ISD, TX",school_district,unverified,"Dripping Springs ISD, TX",dsisdtx.new.swagit.com,"minted from 'Dripping Springs ISD, TX'"
archive,rtr:us:tx:eanes-isd,"Eanes ISD, TX",school_district,unverified,"Eanes ISD, TX",eanesisdtx.new.swagit.com,"minted from 'Eanes ISD, TX'"
archive,rtr:us:tx:fair-fire-department,"Fair Fire Department, TX",other,unverified,"Fair Fire Department, TX",cyfairfd.new.swagit.com,"minted from 'Fair Fire Department, TX'"
archive,rtr:us:tx:fort-bend-county-isd,"Fort Bend County ISD, TX",school_district,unverified,"Fort Bend County ISD, TX",fortbendisd.new.swagit.com,"minted from 'Fort Bend County ISD, TX'"
archive,rtr:us:tx:frisco-isd,"Frisco ISD, TX",school_district,unverified,"Frisco ISD, TX",friscoisdtx.new.swagit.com,"minted from 'Frisco ISD, TX'"
archive,rtr:us:tx:frisco-isd,"Frisco ISD, TX",school_district,unverified,"Frisco ISD, TX",friscoisdtx.new.swagit.com,"minted from 'Frisco ISD, TX'"
archive,rtr:us:tx:garland-isd,"Garland ISD, TX",school_district,unverified,"Garland ISD, TX",garlandisdtx.new.swagit.com,"minted from 'Garland ISD, TX'"
archive,rtr:us:tx:garland-isd,"Garland ISD, TX",school_district,unverified,"Garland ISD, TX",garlandisdtx.new.swagit.com,"minted from 'Garland ISD, TX'"
archive,rtr:us:tx:grand-prairie-isd,"Grand Prairie ISD, TX",school_district,unverified,"Grand Prairie ISD, TX",grandprairieisdtx.new.swagit.com,"minted from 'Grand Prairie ISD, TX'"
archive,rtr:us:tx:hays-cisd,"Hays CISD, TX",school_district,unverified,"Hays CISD, TX",hayscisdtx.new.swagit.com,"minted from 'Hays CISD, TX'"
archive,rtr:us:tx:hutto-isd,"Hutto ISD, TX",school_district,unverified,"Hutto ISD, TX",huttoisdtx.new.swagit.com,"minted from 'Hutto ISD, TX'"
archive,rtr:us:tx:irving-isd,"Irving ISD, TX",school_district,unverified,"Irving ISD, TX",irvingisdtx.new.swagit.com,"minted from 'Irving ISD, TX'"
archive,rtr:us:tx:katy-isd,"Katy ISD, TX",school_district,unverified,"Katy ISD, TX",katyisdtx.new.swagit.com,"minted from 'Katy ISD, TX'"
archive,rtr:us:tx:killeen-isd,"Killeen ISD, TX",school_district,unverified,"Killeen ISD, TX",killeenisdtx.new.swagit.com,"minted from 'Killeen ISD, TX'"
archive,rtr:us:tx:lake-travis-isd,"Lake Travis ISD, TX",school_district,unverified,"Lake Travis ISD, TX",laketravisisdtx.new.swagit.com,"minted from 'Lake Travis ISD, TX'"
archive,rtr:us:tx:lake-travis-isd,"Lake Travis ISD, TX",school_district,unverified,"Lake Travis ISD, TX",laketravisisdtx.new.swagit.com,"minted from 'Lake Travis ISD, TX'"
archive,rtr:us:tx:lamar-cisd,"Lamar CISD, TX",school_district,unverified,"Lamar CISD, TX",lamarcisdtx.new.swagit.com,"minted from 'Lamar CISD, TX'"
archive,rtr:us:tx:lamar-cisd,"Lamar CISD, TX",school_district,unverified,"Lamar CISD, TX",lamarcisdtx.new.swagit.com,"minted from 'Lamar CISD, TX'"
archive,rtr:us:tx:little-elm-isd,"Little Elm ISD, TX",school_district,unverified,"Little Elm ISD, TX",littleelmisdtx.new.swagit.com,"minted from 'Little Elm ISD, TX'"
archive,rtr:us:tx:lubbock-isd,"Lubbock ISD, TX",school_district,unverified,"Lubbock ISD, TX",lubbockisdtx.new.swagit.com,"minted from 'Lubbock ISD, TX'"
archive,rtr:us:tx:midlothian-isd,"Midlothian ISD, TX",school_district,unverified,"Midlothian ISD, TX",midlothianisdtx.new.swagit.com,"minted from 'Midlothian ISD, TX'"
archive,rtr:us:tx:pedernals-electric-cooperative,"Pedernals Electric Cooperative, TX",other,unverified,"Pedernals Electric Cooperative, TX",pec.granicus.com,"minted from 'Pedernals Electric Cooperative, TX'"
archive,rtr:us:tx:pflugerville-isd,"Pflugerville ISD, TX",school_district,unverified,"Pflugerville ISD, TX",pfisd.new.swagit.com,"minted from 'Pflugerville ISD, TX'"
archive,rtr:us:tx:plano-isd,"Plano ISD, TX",school_district,unverified,"Plano ISD, TX",planoisdtx.new.swagit.com,"minted from 'Plano ISD, TX'"
archive,rtr:us:tx:plano-isd,"Plano ISD, TX",school_district,unverified,"Plano ISD, TX",planoisdtx.new.swagit.com,"minted from 'Plano ISD, TX'"
archive,rtr:us:tx:port-arthur,"Port Arthur, TX",special_district,unverified,"Port Arthur, TX",portarthurtx.new.swagit.com,"minted from 'Port Arthur, TX'"
archive,rtr:us:tx:richardson-isd,"Richardson ISD, TX",school_district,unverified,"Richardson ISD, TX",richardsonisdtx.new.swagit.com,"minted from 'Richardson ISD, TX'"
archive,rtr:us:tx:richardson-isd,"Richardson ISD, TX",school_district,unverified,"Richardson ISD, TX",richardsonisdtx.new.swagit.com,"minted from 'Richardson ISD, TX'"
archive,rtr:us:tx:round-rock-isd,"Round Rock ISD, TX",school_district,unverified,"Round Rock ISD, TX",roundrockisdtx.new.swagit.com,"minted from 'Round Rock ISD, TX'"
archive,rtr:us:tx:round-rock-isd,"Round Rock ISD, TX",school_district,unverified,"Round Rock ISD, TX",roundrockisdtx.new.swagit.com,"minted from 'Round Rock ISD, TX'"
archive,rtr:us:tx:san-jacinto-river-authority,"San Jacinto River Authority, TX",special_district,unverified,"San Jacinto River Authority, TX",sjra.new.swagit.com,"minted from 'San Jacinto River Authority, TX'"
archive,rtr:us:tx:spring-branch-isd,"Spring Branch ISD, TX",school_district,unverified,"Spring Branch ISD, TX",springbranchisdtx.new.swagit.com,"minted from 'Spring Branch ISD, TX'"
archive,rtr:us:tx:sunset-valley-travis-county,"City of Sunset Valley, Travis County, TX",county,unverified,"City of Sunset Valley, Travis County, TX",sunsetvalleytx.iqm2.com,"minted from 'City of Sunset Valley, Travis County, TX'"
archive,rtr:us:tx:tarrant-county-college-district,"Tarrant County College District, TX",school_district,pinned,"Tarrant County, TX",tccd.granicus.com,tenant_overrides.csv tccd.granicus.com source=architecture_doc_1_3
archive,rtr:us:tx:tarrant-county-college-district,"Tarrant County College District, TX",school_district,pinned,"Tarrant County, TX",tccd.granicus.com,tenant_overrides.csv tccd.granicus.com source=architecture_doc_1_3
ledger,rtr:us:tx:tarrant-county-college-district,"Tarrant County College District, TX",school_district,pinned,"Tarrant County, TX",tccd.granicus.com,tenant_overrides.csv tccd.granicus.com source=architecture_doc_1_3
archive,rtr:us:tx:texas,"Texas, TX",other,pinned,,dfps.new.swagit.com,tenant_overrides.csv dfps.new.swagit.com source=known_domains+visual_confirmed
archive,rtr:us:tx:texas,"Texas, TX",other,pinned,,ercot.new.swagit.com,tenant_overrides.csv ercot.new.swagit.com source=known_domains
archive,rtr:us:tx:texas,"Texas, TX",other,pinned,,ercot.new.swagit.com,tenant_overrides.csv ercot.new.swagit.com source=known_domains
archive,rtr:us:tx:the-woodlands-township,"The Woodlands Township, TX",township,pinned,"The Woodlands Township, TX",woodlandstx.new.swagit.com,tenant_overrides.csv woodlandstx.new.swagit.com source=auto_derived
archive,rtr:us:tx:the-woodlands-township,"The Woodlands Township, TX",township,pinned,"The Woodlands Township, TX",woodlandstx.new.swagit.com,tenant_overrides.csv woodlandstx.new.swagit.com source=auto_derived
archive,rtr:us:tx:the-woodlands-township,"The Woodlands Township, TX",township,unverified,"The Woodlands Township, TX",public.destinyhosted.com,"minted from 'The Woodlands Township, TX'"
archive,rtr:us:tx:travis-central-appraisal-district,"Travis Central Appraisal District, TX",special_district,unverified,"Travis Central Appraisal District, TX",traviscad.new.swagit.com,"minted from 'Travis Central Appraisal District, TX'"
archive,rtr:us:tx:via-metropolitan-transit,"VIA Metropolitan Transit, TX",special_district,pinned,"VIA Metropolitan Transit, TX",viametrotransit.new.swagit.com,tenant_overrides.csv viametrotransit.new.swagit.com source=known_domains
archive,rtr:us:tx:victoria-isd,"Victoria ISD, TX",school_district,unverified,"Victoria ISD, TX",victoriaisdtx.new.swagit.com,"minted from 'Victoria ISD, TX'"
archive,rtr:us:tx:wichita-falls-isd,"Wichita Falls ISD, TX",school_district,unverified,"Wichita Falls ISD, TX",wichitafallsisdtx.new.swagit.com,"minted from 'Wichita Falls ISD, TX'"
archive,rtr:us:va:goochland-county-ps,"Goochland County PS, VA",county,unverified,"Goochland County PS, VA",goochlandschools.new.swagit.com,"minted from 'Goochland County PS, VA'"
archive,rtr:us:va:harrisonburg,"The City of Harrisonburg, VA",other,unverified,"The City of Harrisonburg, VA",harrisonburg-va.granicus.com,"minted from 'The City of Harrisonburg, VA'"
archive,rtr:us:va:roanoke-county,"Roanoke County, VA",county,unverified,"Roanoke County, VA",roanokecountyva.iqm2.com,"minted from 'Roanoke County, VA'"
archive,rtr:us:va:roanoke-county,"Roanoke County, VA",county,unverified,"Roanoke County, VA",roanokecountyva.iqm2.com,"minted from 'Roanoke County, VA'"
archive,rtr:us:wa:bainbridge,"Bainbridge, WA",other,unverified,"Bainbridge, WA",bainbridgewa.granicus.com,"minted from 'Bainbridge, WA'"
archive,rtr:us:wa:port-townsend,"City of Port Townsend, WA",special_district,pinned,"City of Port Townsend, WA",cityofpt.granicus.com,tenant_overrides.csv cityofpt.granicus.com source=auto_derived
archive,rtr:us:wa:port-townsend,"City of Port Townsend, WA",special_district,pinned,"City of Port Townsend, WA",cityofpt.granicus.com,tenant_overrides.csv cityofpt.granicus.com source=auto_derived
ledger,rtr:us:wa:port-townsend,"City of Port Townsend, WA",special_district,pinned,"City of Port Townsend, WA",cityofpt.granicus.com,tenant_overrides.csv cityofpt.granicus.com source=auto_derived
archive,rtr:us:wa:redmond,"The City of Redmond, WA",other,unverified,"The City of Redmond, WA",redmond.granicus.com,"minted from 'The City of Redmond, WA'"
archive,rtr:us:wi:la-crosse,"The City of La Crosse, WI",other,unverified,"The City of La Crosse, WI",cityoflacrosse.granicus.com,"minted from 'The City of La Crosse, WI'"
archive,rtr:us:wv:morgantown,"The City of Morgantown, WV",other,unverified,"The City of Morgantown, WV",morgantown.granicus.com,"minted from 'The City of Morgantown, WV'"
archive,rtr:us:wv:ranson,"Ranson, WV",other,unverified,"Ranson, WV",ransonwv.iqm2.com,"minted from 'Ranson, WV'"
archive,rtr:us:wv:ranson,"Ranson, WV",other,unverified,"Ranson, WV",ransonwv.iqm2.com,"minted from 'Ranson, WV'"
archive,rtr:us:xx:aberdeen,Aberdeen,other,unverified,Aberdeen,www.aberdeenwa.gov,minted from 'Aberdeen'
archive,rtr:us:xx:ac-transit,Ac Transit,special_district,unverified,Ac Transit,actransit.granicus.com,minted from 'Ac Transit'
archive,rtr:us:xx:ada-county-highway-district,Ada County Highway District,county,pinned,Ada County Highway District,achdidaho.civicweb.net,tenant_overrides.csv achdidaho.civicweb.net source=auto_derived
archive,rtr:us:xx:ada-county-highway-district,Ada County Highway District,county,pinned,Ada County Highway District,achdidaho.civicweb.net,tenant_overrides.csv achdidaho.civicweb.net source=auto_derived
archive,rtr:us:xx:albany-common,Albany Common,other,unverified,Albany Common,videoplayer.telvue.com,minted from 'Albany Common'
archive,rtr:us:xx:andover,Andover,other,pinned,The City of Andover,andoverks.civicweb.net,tenant_overrides.csv andoverks.civicweb.net source=auto_derived
archive,rtr:us:xx:andover,Andover,other,pinned,Andover,andoverks.civicweb.net,tenant_overrides.csv andoverks.civicweb.net source=auto_derived
ledger,rtr:us:xx:andover,Andover,other,pinned,Andover,andoverks.civicweb.net,tenant_overrides.csv andoverks.civicweb.net source=auto_derived
archive,rtr:us:xx:annapolis,City of Annapolis,municipality,unverified,City of Annapolis,annapolismd.granicus.com,minted from 'City of Annapolis'
archive,rtr:us:xx:appleton,City of Appleton,municipality,unverified,City of Appleton,cityofappleton.granicus.com,minted from 'City of Appleton'
archive,rtr:us:xx:arizona-supreme-court,Arizona Supreme Court,court,unverified,Arizona Supreme Court,supremestateaz.granicus.com,minted from 'Arizona Supreme Court'
archive,rtr:us:xx:arkansas-supreme-court,Arkansas Supreme Court,court,unverified,Arkansas Supreme Court,arkansas-sc.granicus.com,minted from 'Arkansas Supreme Court'
archive,rtr:us:xx:arlington-heights,Arlington Heights,other,unverified,Arlington Heights,arlingtonheightsil.portal.civicclerk.com,minted from 'Arlington Heights'
archive,rtr:us:xx:ashland,Ashland,other,unverified,Ashland,videoplayer.telvue.com,minted from 'Ashland'
archive,rtr:us:xx:ashland,Ashland,other,unverified,Ashland,videoplayer.telvue.com,minted from 'Ashland'
archive,rtr:us:xx:ashland,Ashland,other,unverified,Ashland,u.peg.tv,minted from 'Ashland'
archive,rtr:us:xx:ashland,Town of Ashland,municipality,unverified,Town of Ashland,ashland-va.granicus.com,minted from 'Town of Ashland'
archive,rtr:us:xx:bancroft,Town of Bancroft,municipality,unverified,Town of Bancroft,bancroft.civicweb.net,minted from 'Town of Bancroft'
archive,rtr:us:xx:bancroft,Town of Bancroft,municipality,unverified,Town of Bancroft,bancroft.civicweb.net,minted from 'Town of Bancroft'
archive,rtr:us:xx:bancroft,Town of Bancroft,municipality,unverified,Town of Bancroft,bancroft.civicweb.net,minted from 'Town of Bancroft'
ledger,rtr:us:xx:bancroft,Town of Bancroft,municipality,unverified,Town of Bancroft,bancroft.civicweb.net,minted from 'Town of Bancroft'
archive,rtr:us:xx:bangor,City of Bangor,municipality,unverified,City of Bangor,bangormaine.gov,minted from 'City of Bangor'
