gov_id,gov_name,gov_type,country,state,place_geoid,county_fips,sgc_code,nces_lea_id,cog_id,aliases,source,evidence
rtr:ca:on:bradfordwestgwillimbury,Bradfordwestgwillimbury,other,ca,ON,,,,,,Bradfordwestgwillimbury,minted,no national table covers this government
rtr:ca:on:chatham-kent,Chatham Kent,other,ca,ON,,,,,,Chatham Kent,minted,no national table covers this government
rtr:ca:on:elliot-lake-gis-services-ssmic,Elliot Lake GIS Services SSMIC,other,ca,ON,,,,,,Elliot Lake GIS Services SSMIC,minted,no national table covers this government
rtr:ca:on:espanol-a,Espanol A,other,ca,ON,,,,,,Espanol A,minted,no national table covers this government
rtr:ca:on:haldimand-county,Haldimand County,county,ca,ON,,,,,,"Haldimand County|Haldimand County, ON",minted,no national table covers this government
rtr:ca:on:hamilton-police-services-board,Hamilton Police Services Board,other,ca,ON,,,,,,"City of Hamilton|H Psb|Hamilton|Hamilton Police Services Board, ON",minted,no national table covers this government
rtr:ca:on:hamilton-public-library,Hamilton Public Library,special_district,ca,ON,,,,,,"Hamilton Public Library, ON",minted,no national table covers this government
rtr:ca:on:merrickville-wolford,Merrickville Wolford,other,ca,ON,,,,,,Merrickville Wolford,minted,no national table covers this government
rtr:ca:on:notl,Notl,other,ca,ON,,,,,,Notl,minted,no national table covers this government
rtr:ca:on:oneinvestmentprogram,Oneinvestmentprogram,other,ca,ON,,,,,,Oneinvestmentprogram,minted,no national table covers this government
rtr:ca:on:saugeenshores,Saugeenshores,other,ca,ON,,,,,,Saugeenshores,minted,no national table covers this government
rtr:ca:on:strathroy-caradoc,Strathroy Caradoc,other,ca,ON,,,,,,Strathroy Caradoc,minted,no national table covers this government
rtr:ca:on:thunder-bay-district-health-unit,Thunder Bay District Health Unit,special_district,ca,ON,,,,,,"Thunder Bay District Health Unit, ON",minted,no national table covers this government
rtr:ca:on:toronto-and-region-conservation-authority,Toronto and Region Conservation Authority,special_district,ca,ON,,,,,,"City of Markham|City of Markham, IL|City of Mississauga, ON|Toronto and Region Conservation Authority, ON",minted,no national table covers this government
rtr:ca:on:toronto-catholic-district-school-board,Toronto Catholic District School Board,school_district,ca,ON,,,,,,"Toronto Catholic District School Board, ON",minted,no national table covers this government
rtr:ca:on:toronto-district-school-board,Toronto District School Board,school_district,ca,ON,,,,,,"Tdsb|Toronto District School Board, ON",minted,no national table covers this government
rtr:ca:on:townofws,Townofws,other,ca,ON,,,,,,Townofws,minted,no national table covers this government
rtr:ca:on:whitewater-region,Whitewater Region,county,ca,ON,,,,,,"Whitewater Region, ON",minted,no national table covers this government
rtr:unknown:agawamvod.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:agendamgmtprod.tarrantcountytx.gov,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:alamedausdca.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:alamoareampo.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:albanycountywy.gov,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:avonindiana.gov,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:battlegroundps.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:bcnv.primegov.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:betv-bensenville.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:bourne.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:brevardpublicschools.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:brookingscountysd.gov,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:buenapark.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:camarillo.primegov.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:camdencountyga.gov,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:capitoltvri.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:carteretcountync.gov,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:carync.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:cctv-vod.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:cerritos.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:chabot.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:champaign-cablecast.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:champaign.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:charlescountymd.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:cityofbrea.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:cityofredlands.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:cloud.castus.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:coppellisd.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:cvrd.primegov.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:cvrdtest.primegov.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:cvwd.primegov.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:dakotamediaaccess.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:dallascountyiowa.gov,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:dd7.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:desotoisdtx.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:desplainesil.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:discover.pbc.gov,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:edina-mn.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:floodauthorityeast.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:franklincountyva.gov,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:fsusga.portal.civicclerk.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:galvestonparkboardtx.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:gastoncoschools.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:gnat.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:grandcountyutah.gov,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:greenburghpublicaccess.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:hamiltonwenham.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:hcpsstv.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:hgac.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:hometown.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:huron-township.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:ictv.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:jpschools.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:kdol.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:lagrangeil.gov,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:lamoineme.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:lasvirgenesmwd.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:lcpa.primegov.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:lenaweecomi.portal.civicclerk.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:lonestargcd.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:macombtwpmi.portal.civicclerk.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:mankatoaps.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:marintv.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:marthasvineyard.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:mckinneyisdtx.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:methuentv.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:metvweb.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:mobilityauthority.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:monroecountyny.primegov.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:mycommunityfocus.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:natronacounty-wy.gov,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:nctcog.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:norfolkpublicschools.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:northbrunswicktv.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:northpenn.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:ntmwd.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:openspaceauthority.primegov.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:pcc.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:pelhampublicschoolsny.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:pendercountync.civicweb.net,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:pgcps.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:pickenscountyga.gov,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:portagemi.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:prescottvalley.primegov.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:public.destinyhosted.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:reflect-sttammany.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:rockwallisdtx.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:sacog.primegov.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:sapatv.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:scgtv.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:siouxcityschools.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:southorangetwpnj.portal.civicclerk.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:stcharles-mo.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:sttammany.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:sublettecountywy.gov,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:tabc.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:tdhca.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:tecumseh-pub.escribemeetings.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:texashhsc.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:townhallstreams.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:traviscad.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:triunfo.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:trojanvision.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:trwd.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:txdot.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:utclermont.gov,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:utvs.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:verdevalleytv.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:video.ibm.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:videoplayer.telvue.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:vod-allencounty.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:vod-eagan.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:vod-framingham.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:vsctv.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:waukee.gov,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:wausau-wi.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:wbrw.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:westernhills.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:wilson-co-schools.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:wmcf.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:woodlandscvb.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:wpcommunitymedia.new.swagit.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:www.mediafire.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:www.newcastlede.gov,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:www.youtube.com,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:yourtown.cablecast.tv,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:unknown:youtu.be,,other,us,,,,,,,,blank,no jurisdiction extracted and no override for this host
rtr:us:ab/sk:lloydminster-ab-sk,"Lloydminster, AB/SK",other,us,AB/SK,,,,,,"Lloydminster, AB/SK",minted,no national table covers this government
rtr:us:ak:juneau,Juneau,other,us,AK,,,,,,"Juneau, AK",minted,no national table covers this government
rtr:us:ak:petersburg,City of Petersburg,municipality,us,AK,,,,,,"City of Petersburg, AK",minted,no national table covers this government
rtr:us:ak:unknown-jurisdiction,Unknown Jurisdiction,other,us,AK,,,,,,Unknown Jurisdiction,minted,no national table covers this government
rtr:us:al:city-of,City of,municipality,us,AL,,,,,,City of Al,minted,no national table covers this government
rtr:us:al:huntsville-ordinance-no,City of Huntsville.Ordinance No,municipality,us,AL,,,,,,City of Huntsville.Ordinance No.,minted,no national table covers this government
rtr:us:az:city-of-lake-havasu,City of Lake Havasu,municipality,us,AZ,,,,,,"City of Lake Havasu, AZ",minted,no national table covers this government
rtr:us:az:lake-havasu,City of Lake Havasu,municipality,us,AZ,,,,,,"City of Lake Havasu, AZ",minted,no national table covers this government
rtr:us:ca:auburn,The City of Auburn,other,us,CA,,,,,,"The City of Auburn, CA",minted,no national table covers this government
rtr:us:ca:california-state-personnel-board,California State Personnel Board,other,us,CA,,,,,,"California State Personnel Board|California State Personnel Board, CA",minted,no national table covers this government
rtr:us:ca:carpinteria-valley-water-district,Carpinteria Valley Water District,special_district,us,CA,,,,,,"Carpinteria Valley Water District, CA",minted,no national table covers this government
rtr:us:ca:cerritos-college,Cerritos College,school_district,us,CA,,,,,,"Cerritos College, CA",minted,no national table covers this government
rtr:us:ca:chula-vista-public-comments,Chula Vista Public Comments,other,us,CA,,,,,,Chula Vista Public Comments,minted,no national table covers this government
rtr:us:ca:city-and-county-of-san-francisco,City and County of San Francisco,county,us,CA,,,,,,"City and County of San Francisco, CA",minted,no national table covers this government
rtr:us:ca:city-of-menifee-nbsp,City of Menifee&nbsp,municipality,us,CA,,,,,,"City of Menifee&nbsp, CA",minted,no national table covers this government
rtr:us:ca:city-of-paramount-retiree,City of Paramount Retiree,municipality,us,CA,,,,,,"City of Paramount Retiree, CA",minted,no national table covers this government
rtr:us:ca:coachella-valley-water-district,Coachella Valley Water District,special_district,us,CA,,,,,,"City of Indio, CA|Coachella Valley Water District, CA",minted,no national table covers this government
rtr:us:ca:contra-costa-transportation-authority,Contra Costa Transportation Authority,special_district,us,CA,,,,,,"Contra Costa Transportation Authority, CA",minted,no national table covers this government
rtr:us:ca:costa-mesa-sanitary-district,Costa Mesa Sanitary District,special_district,us,CA,,,,,,"Costa Mesa Sanitary District, CA",minted,no national table covers this government
rtr:us:ca:cosumnes-community-services-district,Cosumnes Community Services District,special_district,us,CA,,,,,,"Cosumnes Community Services District, CA",minted,no national table covers this government
rtr:us:ca:county-of-san-bernardino-comprehensive-treatment,County of San Bernardino Comprehensive Treatment,county,us,CA,,,,,,County of San Bernardino Comprehensive Treatment,minted,no national table covers this government
rtr:us:ca:east-bay-regional-park-district,East Bay Regional Park District,special_district,us,CA,,,,,,"East Bay Regional Park District, CA",minted,no national table covers this government
