geoid,name,state,level
2916590,King City R-I School District,MO,unified
2916620,Kingston 42 School District,MO,elementary
2916660,Kingsville R-I School District,MO,unified
2916710,Kirbyville R-VI School District,MO,elementary
2916740,Kirksville R-III School District,MO,unified
2916770,Kirkwood R-VII School District,MO,unified
2916830,Knob Noster R-VIII School District,MO,unified
2916860,Oregon-Howell R-III School District,MO,unified
2916920,La Monte R-IV School District,MO,unified
2916950,La Plata R-II School District,MO,unified
2917000,Laclede County C-5 School District,MO,elementary
2917820,Ladue School District,MO,unified
2917850,Lamar R-I School District,MO,unified
2917880,Laquey R-V School District,MO,unified
2917910,Laredo R-VII School District,MO,elementary
2917970,Lathrop R-II School District,MO,unified
2918220,Lawson R-XIV School District,MO,unified
2918240,West St. Francois County R-IV School District,MO,unified
2918270,Lebanon R-III School District,MO,unified
2918300,Lee's Summit R-VII School District,MO,unified
2918330,Leesville R-IX School District,MO,elementary
2918360,Leeton R-X School District,MO,unified
2918420,Leopold R-III School District,MO,unified
2918450,Lesterville R-IV School District,MO,unified
2918460,Lewis County C-1 School District,MO,unified
2918480,Lexington R-V School District,MO,unified
2918510,Liberal R-II School District,MO,unified
2918540,Liberty 53 School District,MO,unified
2918600,Licking R-VIII School District,MO,unified
2918670,Lincoln R-II School District,MO,unified
2918690,Lindbergh School District,MO,unified
2919080,Osage County R-II School District,MO,unified
2919140,Lockwood R-I School District,MO,unified
2919170,Logan-Rogersville R-VIII School District,MO,unified
2919200,Lonedell R-XIV School District,MO,elementary
2919230,Lone Jack C-6 School District,MO,unified
2919260,Louisiana R-II School District,MO,unified
2919350,Woodland R-IV School District,MO,unified
2919380,Macks Creek R-V School District,MO,unified
2919410,Macon County R-I School District,MO,unified
2919840,Madison C-3 School District,MO,unified
2919890,Malden R-I School District,MO,unified
2919920,Malta Bend R-V School District,MO,unified
2919950,Manes R-V School District,MO,elementary
2919980,Mansfield R-IV School District,MO,unified
2920010,Maplewood-Richmond Heights School District,MO,unified
2920050,Marceline R-V School District,MO,unified
2920160,Marion C. Early R-V School District,MO,unified
2920280,Marion County R-II School District,MO,unified
2920310,Marionville R-IX School District,MO,unified
2920340,Mark Twain R-VIII School District,MO,elementary
2920370,Marquand-Zion R-VI School District,MO,unified
2920410,Marshall School District,MO,unified
2920430,Marshfield R-I School District,MO,unified
2920490,Maryville R-II Schools,MO,unified
2920550,Maysville R-I School District,MO,unified
2920610,McDonald County R-I School District,MO,unified
2920640,Meadville R-IV School District,MO,unified
2920670,Mehlville R-IX School District,MO,unified
2920700,Scotland County R-I School District,MO,unified
2920750,North Mercer County R-III School District,MO,unified
2920810,Mexico 59 School District,MO,unified
2920820,Miami R-I School District,MO,unified
2920840,Miami R-I School District,MO,elementary
2920880,Middle Grove C-1 School District,MO,elementary
2920940,Milan C-2 School District,MO,unified
2921000,Miller R-II School District,MO,unified
2921030,Mirabile C-1 School District,MO,elementary
2921060,Missouri City 56 School District,MO,elementary
2921100,Moberly School District,MO,unified
2921120,Monett R-I School District,MO,unified
2921150,High Point R-III School District,MO,elementary
2921180,Moniteau County R-V School District,MO,elementary
2921210,Monroe City R-I School District,MO,unified
2921330,Montgomery County R-II School District,MO,unified
2921360,Montrose R-XIV School District,MO,unified
2921420,Scott County Central Schools,MO,unified
2921480,Mound City R-II School District,MO,unified
2921510,Mountain Grove R-III School District,MO,unified
2921540,Mountain View-Birch Tree R-III School District,MO,unified
2921600,Mount Vernon R-V School District,MO,unified
2921660,Northeast Nodaway County R-V School District,MO,unified
2921690,North Nodaway County R-VI School District,MO,unified
2921720,Naylor R-II School District,MO,unified
2921750,Neelyville R-IV School District,MO,unified
2921810,Neosho R-V School District,MO,unified
2921840,Nevada R-V School District,MO,unified
2921875,New Bloomfield R-III School District,MO,unified
2921880,Macon County R-IV School District,MO,unified
2921940,New Franklin R-I School District,MO,unified
2921960,New Haven School District,MO,unified
2922110,New York R-IV School District,MO,elementary
2922140,Newburg R-II School District,MO,unified
2922470,Newtown-Harris R-III School District,MO,unified
2922500,Niangua R-V School District,MO,unified
2922530,Nixa School District,MO,unified
2922560,Nodaway-Holt R-VII School District,MO,unified
2922620,Norborne R-VIII School District,MO,unified
2922650,Normandy Schools Collaborative,MO,unified
2922710,North Andrew County R-VI School District,MO,unified
2922740,North Callaway County R-I School District,MO,unified
2922770,North Harrison R-III School District,MO,unified
2922800,North Kansas City 74 School District,MO,unified
2922830,North Platte County R-I School District,MO,unified
2922860,Northeast Randolph County R-IV School District,MO,unified
2922890,Northwest R-I School District,MO,unified
2922920,Northwestern R-I School District,MO,unified
2922950,Norwood R-I School District,MO,unified
2922980,Adair County R-I School District,MO,unified
2923010,Oak Grove R-VI School District,MO,unified
2923040,Oak Hill R-I School District,MO,elementary
2923070,Oak Ridge R-VI School District,MO,unified
2923100,Odessa R-VII School District,MO,unified
2923130,Oran R-III School District,MO,unified
2923160,Orchard Farm R-V School District,MO,unified
2923190,South Holt County R-I School District,MO,unified
2923220,Orrick R-XI School District,MO,unified
2923250,Osborn R-O School District,MO,unified
2923270,Osceola School District,MO,unified
2923310,Otterville R-VI School District,MO,unified
2923340,Gasconade County R-II School District,MO,unified
2923370,Thornfield R-I School District,MO,elementary
2923400,Lutie R-VI School District,MO,unified
2923430,Ozark R-VI School District,MO,unified
2923460,Meramec Valley R-III School District,MO,unified
2923490,Palmyra R-I School District,MO,unified
2923530,Paris R-II School District,MO,unified
2923550,Park Hill School District,MO,unified
2923580,Parkway C-2 School District,MO,unified
2923640,Meadow Heights R-II School District,MO,unified
2923670,Pattonsburg R-II School District,MO,unified
2923700,Pattonville R-III School District,MO,unified
2923730,Raymore-Peculiar R-II School District,MO,unified
2923760,North Pemiscot County R-I School District,MO,unified
2923790,Pemiscot County R-III School District,MO,elementary
2924530,Perry County 32 School District,MO,unified
2924690,Pettis County R-XII School District,MO,elementary
2925080,Phelps County R-III School District,MO,elementary
2925110,Pierce City R-VI School District,MO,unified
2925140,Pike County R-III School District,MO,unified
2925170,Pilot Grove C-4 School District,MO,unified
2925210,Plato R-V School District,MO,unified
2925230,Platte County R-III School District,MO,unified
2925290,Clinton County R-III School District,MO,unified
2925330,Pleasant Hill R-III School District,MO,unified
2925350,Pleasant Hope R-VI School District,MO,unified
2925410,Polo R-VII School District,MO,unified
2925450,Poplar Bluff R-I School District,MO,unified
2925500,Potosi R-III School District,MO,unified
2925530,Prairie Home R-V School District,MO,unified
2925590,Princeton R-V School District,MO,unified
2925620,Purdy R-II School District,MO,unified
2925640,Putnam County R-I School District,MO,unified
2925650,Puxico R-VIII School District,MO,unified
2925710,Ralls County R-II School District,MO,unified
2926040,Raymondville R-VII School District,MO,elementary
2926070,Raytown C-2 School District,MO,unified
2926160,Reeds Spring R-IV School District,MO,unified
2926190,Renick R-V School District,MO,elementary
2926220,Republic R-III School District,MO,unified
2926310,Rich Hill R-IV School District,MO,unified
2926370,Richards R-V School District,MO,elementary
2926400,Richland R-I School District,MO,unified
2926430,Richland R-IV School District,MO,unified
2926480,Richmond R-XVI School District,MO,unified
2926490,Ridgeway R-V School District,MO,unified
2926550,Ripley County R-III School District,MO,elementary
2926580,Ripley County R-IV School District,MO,elementary
2926610,Risco R-II School District,MO,unified
2926640,Ritenour School District,MO,unified
2926670,Riverview Gardens School District,MO,unified
2926790,Rock Port R-II School District,MO,unified
2926850,Rockwood R-VI School District,MO,unified
2926890,Rolla 31 School District,MO,unified
2926940,Roscoe C-1 School District,MO,elementary
2926970,Cole County R-I School District,MO,unified
2927060,St. Joseph School District,MO,unified
2927090,Salem R-80 School District,MO,unified
2927330,Hardeman R-X School District,MO,elementary
2927450,Orearville R-IV School District,MO,elementary
2927520,Salisbury R-IV School District,MO,unified
2927540,Sarcoxie R-II School District,MO,unified
2927570,Savannah R-III School District,MO,unified
2927600,Northeast Vernon County R-I School District,MO,unified
2927630,School of The Osage School District,MO,unified
2927660,Schuyler County R-I School District,MO,unified
2927830,Sedalia 200 School District,MO,unified
2927870,Senath-Hornersville C-8 School District,MO,unified
2927900,Seneca R-VII School District,MO,unified
2927930,Seymour R-II School District,MO,unified
2928080,Shawnee R-III School District,MO,elementary
